actual,probability_of_default,risk_band,decision,credit_score
1,0.40320810064501406,Very High Risk,Reject,628
0,0.05820297418248737,Very Low Risk,Approve,818
0,0.35744641734492266,Very High Risk,Reject,653
0,0.111779997595598,Low Risk,Manual Review,789
1,0.11040136950193737,Low Risk,Manual Review,789
0,0.323711952107513,Very High Risk,Reject,672
0,0.4337876986192168,Very High Risk,Reject,611
0,0.0993970825435943,Low Risk,Approve,795
0,0.4548461847802246,Very High Risk,Reject,600
1,0.4603031673473096,Very High Risk,Reject,597
0,0.28811192354090204,High Risk,Reject,692
1,0.5421430489264834,Very High Risk,Reject,552
0,0.1257391339635239,Low Risk,Manual Review,781
1,0.44902624632300936,Very High Risk,Reject,603
0,0.4558457567163779,Very High Risk,Reject,599
0,0.27244350152426583,High Risk,Reject,700
0,0.14987397756441254,Medium Risk,Manual Review,768
0,0.28438640536082577,High Risk,Reject,694
1,0.44516802557402957,Very High Risk,Reject,605
0,0.2163084504182461,High Risk,Manual Review,731
0,0.5106795507910623,Very High Risk,Reject,569
1,0.11329576489696774,Low Risk,Manual Review,788
0,0.2001996922781187,Medium Risk,Manual Review,740
1,0.5284341515154809,Very High Risk,Reject,559
0,0.14016709517624015,Low Risk,Manual Review,773
0,0.05273514921939289,Very Low Risk,Approve,821
0,0.07038453558970172,Very Low Risk,Approve,811
1,0.16035358486033224,Medium Risk,Manual Review,762
0,0.09453235291190784,Low Risk,Approve,798
0,0.10553662595020738,Low Risk,Manual Review,792
0,0.05900372903304023,Very Low Risk,Approve,818
1,0.2059100596877796,Medium Risk,Manual Review,737
0,0.2110372414942124,Medium Risk,Manual Review,734
0,0.039405681287371826,Very Low Risk,Approve,828
0,0.25679797356328027,High Risk,Reject,709
0,0.15723275815651364,Medium Risk,Manual Review,764
1,0.3405859766732571,Very High Risk,Reject,663
0,0.3643659625750379,Very High Risk,Reject,650
1,0.554321098820217,Very High Risk,Reject,545
0,0.13046782069216395,Low Risk,Manual Review,778
0,0.38422208060418817,Very High Risk,Reject,639
0,0.185996988910883,Medium Risk,Manual Review,748
0,0.4107924041038003,Very High Risk,Reject,624
0,0.18643391445201987,Medium Risk,Manual Review,747
0,0.07276494317483677,Very Low Risk,Approve,810
0,0.5254880781337363,Very High Risk,Reject,561
0,0.024880692694332688,Very Low Risk,Approve,836
0,0.10386478098279303,Low Risk,Manual Review,793
0,0.40214706643999043,Very High Risk,Reject,629
0,0.10737740441066387,Low Risk,Manual Review,791
0,0.3359882339699185,Very High Risk,Reject,665
0,0.0693559049454532,Very Low Risk,Approve,812
1,0.3562586768308635,Very High Risk,Reject,654
0,0.05249413212406569,Very Low Risk,Approve,821
0,0.1167934470478213,Low Risk,Manual Review,786
0,0.2366766905775522,High Risk,Manual Review,720
0,0.23664269855325154,High Risk,Manual Review,720
0,0.1280458342262546,Low Risk,Manual Review,780
0,0.21672079751393838,High Risk,Manual Review,731
0,0.19484067663125165,Medium Risk,Manual Review,743
1,0.1944959880165558,Medium Risk,Manual Review,743
0,0.0751385327250442,Very Low Risk,Approve,809
0,0.03099907847596831,Very Low Risk,Approve,833
1,0.5522681655253937,Very High Risk,Reject,546
1,0.20905853869064348,Medium Risk,Manual Review,735
0,0.07684954836141979,Very Low Risk,Approve,808
0,0.5679431711134538,Very High Risk,Reject,538
0,0.2298324103817045,High Risk,Manual Review,724
1,0.04583407164485712,Very Low Risk,Approve,825
1,0.19101553176375294,Medium Risk,Manual Review,745
0,0.04767866918836074,Very Low Risk,Approve,824
0,0.1775756597077652,Medium Risk,Manual Review,752
0,0.28982554498263113,High Risk,Reject,691
0,0.19120037507800755,Medium Risk,Manual Review,745
0,0.11614505643309743,Low Risk,Manual Review,786
0,0.19843544781309072,Medium Risk,Manual Review,741
0,0.058984359546612866,Very Low Risk,Approve,818
1,0.11736660480496085,Low Risk,Manual Review,785
0,0.2342783260341217,High Risk,Manual Review,721
1,0.22981854458920162,High Risk,Manual Review,724
0,0.4281445771138513,Very High Risk,Reject,615
1,0.19550737274444255,Medium Risk,Manual Review,742
1,0.1354388360102873,Low Risk,Manual Review,776
0,0.3014198271812505,High Risk,Reject,684
0,0.3304289803827624,Very High Risk,Reject,668
1,0.07703269760224533,Very Low Risk,Approve,808
0,0.16351526749450931,Medium Risk,Manual Review,760
0,0.2602928548469054,High Risk,Reject,707
0,0.043702321065150866,Very Low Risk,Approve,826
0,0.4192474399072667,Very High Risk,Reject,619
0,0.087110071475387,Very Low Risk,Approve,802
1,0.4899215414377198,Very High Risk,Reject,581
1,0.370986743063585,Very High Risk,Reject,646
0,0.3836365338169926,Very High Risk,Reject,639
0,0.35344052713941376,Very High Risk,Reject,656
0,0.08291363660393267,Very Low Risk,Approve,804
1,0.35470380956675895,Very High Risk,Reject,655
0,0.14425029711230702,Low Risk,Manual Review,771
0,0.26655938805576995,High Risk,Reject,703
0,0.05386572242083948,Very Low Risk,Approve,820
0,0.08400349213762605,Very Low Risk,Approve,804
0,0.1168479741771262,Low Risk,Manual Review,786
0,0.339242490269474,Very High Risk,Reject,663
1,0.4778731931272602,Very High Risk,Reject,587
0,0.10102868084965322,Low Risk,Manual Review,794
0,0.4070931635584511,Very High Risk,Reject,626
0,0.26370437464843854,High Risk,Reject,705
1,0.16917090019580736,Medium Risk,Manual Review,757
0,0.35911724165106707,Very High Risk,Reject,652
0,0.21443847736952504,High Risk,Manual Review,732
0,0.14525528737350316,Low Risk,Manual Review,770
0,0.14599374874949758,Low Risk,Manual Review,770
1,0.3478511303424984,Very High Risk,Reject,659
0,0.3633477169448783,Very High Risk,Reject,650
0,0.16670436997675747,Medium Risk,Manual Review,758
0,0.08969794254279456,Very Low Risk,Approve,801
0,0.12757157146504652,Low Risk,Manual Review,780
1,0.08774539578840769,Very Low Risk,Approve,802
0,0.08750986672485819,Very Low Risk,Approve,802
1,0.23867036867390537,High Risk,Manual Review,719
0,0.040266600890296024,Very Low Risk,Approve,828
0,0.2582231575163191,High Risk,Reject,708
0,0.2198420497674842,High Risk,Manual Review,729
1,0.12057892539274419,Low Risk,Manual Review,784
0,0.11350793156254267,Low Risk,Manual Review,788
1,0.6035531139328537,Very High Risk,Reject,518
0,0.33005395563429396,Very High Risk,Reject,668
0,0.36665949903996486,Very High Risk,Reject,648
0,0.09603191263610288,Low Risk,Approve,797
0,0.06701549217946663,Very Low Risk,Approve,813
0,0.09872772312372902,Low Risk,Approve,796
1,0.25538664144981865,High Risk,Reject,710
0,0.03453284835340753,Very Low Risk,Approve,831
0,0.22928606517270522,High Risk,Manual Review,724
0,0.2190394175065896,High Risk,Manual Review,730
1,0.40046807841661536,Very High Risk,Reject,630
0,0.14640147833300526,Low Risk,Manual Review,769
0,0.19184088213325054,Medium Risk,Manual Review,744
0,0.05493477467507991,Very Low Risk,Approve,820
0,0.16250686354923854,Medium Risk,Manual Review,761
1,0.3632516723904957,Very High Risk,Reject,650
0,0.05626080455572768,Very Low Risk,Approve,819
0,0.1256888839508091,Low Risk,Manual Review,781
0,0.16479453540735584,Medium Risk,Manual Review,759
0,0.15098656222849627,Medium Risk,Manual Review,767
1,0.5372262353299786,Very High Risk,Reject,555
0,0.3120940992776722,Very High Risk,Reject,678
0,0.03027501896099588,Very Low Risk,Approve,833
1,0.15477634280596347,Medium Risk,Manual Review,765
0,0.12677226448780518,Low Risk,Manual Review,780
0,0.36131815582926496,Very High Risk,Reject,651
0,0.2287786186254772,High Risk,Manual Review,724
0,0.0356177534690626,Very Low Risk,Approve,830
1,0.04669184191366893,Very Low Risk,Approve,824
0,0.06124693554776782,Very Low Risk,Approve,816
1,0.4251793145408806,Very High Risk,Reject,616
0,0.3872332287501232,Very High Risk,Reject,637
0,0.30357133330811154,High Risk,Reject,683
0,0.07492853430806018,Very Low Risk,Approve,809
0,0.17942907023273366,Medium Risk,Manual Review,751
1,0.10353268461130267,Low Risk,Manual Review,793
0,0.048611926027735286,Very Low Risk,Approve,823
0,0.1970048746814042,Medium Risk,Manual Review,742
0,0.13988920111324127,Low Risk,Manual Review,773
0,0.17631369513005932,Medium Risk,Manual Review,753
1,0.4063180275127791,Very High Risk,Reject,627
0,0.18519396828831902,Medium Risk,Manual Review,748
0,0.042406572858061216,Very Low Risk,Approve,827
0,0.16247977076131476,Medium Risk,Manual Review,761
0,0.4601550766911845,Very High Risk,Reject,597
0,0.0547844746150312,Very Low Risk,Approve,820
0,0.24215694957071,High Risk,Manual Review,717
0,0.12355744313289518,Low Risk,Manual Review,782
0,0.308057099859989,High Risk,Reject,681
0,0.4478279412530197,Very High Risk,Reject,604
0,0.3139321646668907,Very High Risk,Reject,677
0,0.17577406755579075,Medium Risk,Manual Review,753
1,0.2347568019653948,High Risk,Manual Review,721
1,0.3476806555243889,Very High Risk,Reject,659
0,0.0610132027500941,Very Low Risk,Approve,816
0,0.12069279832142288,Low Risk,Manual Review,784
0,0.47645320090300597,Very High Risk,Reject,588
0,0.27008415623985743,High Risk,Reject,701
0,0.2285435980321402,High Risk,Manual Review,724
0,0.3427713317487288,Very High Risk,Reject,661
0,0.19518137661960727,Medium Risk,Manual Review,743
0,0.11728891175035831,Low Risk,Manual Review,785
0,0.08441894786957081,Very Low Risk,Approve,804
0,0.19465115945937475,Medium Risk,Manual Review,743
1,0.18541050782865157,Medium Risk,Manual Review,748
0,0.28161061099275864,High Risk,Reject,695
0,0.37179971434110637,Very High Risk,Reject,646
0,0.1478044218189286,Medium Risk,Manual Review,769
0,0.05148580380242994,Very Low Risk,Approve,822
0,0.2436367413950313,High Risk,Manual Review,716
0,0.20470265804573645,Medium Risk,Manual Review,737
0,0.14664224426471717,Low Risk,Manual Review,769
1,0.24821264624645947,High Risk,Manual Review,713
0,0.37496048571355955,Very High Risk,Reject,644
0,0.4423688079660361,Very High Risk,Reject,607
1,0.2011951832561014,Medium Risk,Manual Review,739
0,0.29573228363227366,High Risk,Reject,687
0,0.0864296523402122,Very Low Risk,Approve,802
0,0.3722964995217311,Very High Risk,Reject,645
0,0.19335183594769736,Medium Risk,Manual Review,744
0,0.10609827532999161,Low Risk,Manual Review,792
0,0.3671278971418364,Very High Risk,Reject,648
1,0.2299204694281633,High Risk,Manual Review,724
0,0.09758395761429092,Low Risk,Approve,796
0,0.40104984353955103,Very High Risk,Reject,629
0,0.22925297085059876,High Risk,Manual Review,724
0,0.27432234466275535,High Risk,Reject,699
0,0.07268596172530187,Very Low Risk,Approve,810
1,0.3783821073743707,Very High Risk,Reject,642
0,0.24062707813755532,High Risk,Manual Review,718
0,0.09307874527332621,Low Risk,Approve,799
1,0.06883350828489869,Very Low Risk,Approve,812
0,0.16527843291616154,Medium Risk,Manual Review,759
1,0.27857854779391783,High Risk,Reject,697
0,0.24211091494437897,High Risk,Manual Review,717
0,0.30740264095715275,High Risk,Reject,681
0,0.2861469579180409,High Risk,Reject,693
1,0.33836194979265344,Very High Risk,Reject,664
1,0.23856061791288669,High Risk,Manual Review,719
0,0.22024459316373596,High Risk,Manual Review,729
0,0.14684117971117092,Low Risk,Manual Review,769
0,0.040892364567885094,Very Low Risk,Approve,828
0,0.1735047550292928,Medium Risk,Manual Review,755
0,0.19941664963505007,Medium Risk,Manual Review,740
0,0.3429156508405016,Very High Risk,Reject,661
0,0.23629579492225156,High Risk,Manual Review,720
0,0.4191892511750116,Very High Risk,Reject,619
0,0.1781703343093114,Medium Risk,Manual Review,752
0,0.14253882000631976,Low Risk,Manual Review,772
0,0.1313365767833106,Low Risk,Manual Review,778
0,0.024707683747279063,Very Low Risk,Approve,836
0,0.3531429946150484,Very High Risk,Reject,656
0,0.18776695663156623,Medium Risk,Manual Review,747
0,0.39240587350062023,Very High Risk,Reject,634
0,0.4068987064765959,Very High Risk,Reject,626
0,0.1481638041029292,Medium Risk,Manual Review,769
1,0.09733669058075786,Low Risk,Approve,796
1,0.1997992219927906,Medium Risk,Manual Review,740
0,0.3010832433703569,High Risk,Reject,684
0,0.044982098163919404,Very Low Risk,Approve,825
0,0.17769140380522133,Medium Risk,Manual Review,752
0,0.07787504140976442,Very Low Risk,Approve,807
0,0.1270076561674617,Low Risk,Manual Review,780
0,0.31419843973057765,Very High Risk,Reject,677
1,0.15041061592345875,Medium Risk,Manual Review,767
0,0.36878935072171953,Very High Risk,Reject,647
0,0.23363699179022349,High Risk,Manual Review,721
0,0.1299692343613565,Low Risk,Manual Review,779
0,0.13542622735970392,Low Risk,Manual Review,776
1,0.10976122859753037,Low Risk,Manual Review,790
0,0.16374279889437005,Medium Risk,Manual Review,760
0,0.2623471442368664,High Risk,Reject,706
0,0.14565056277047392,Low Risk,Manual Review,770
0,0.06707678987574467,Very Low Risk,Approve,813
0,0.06893229089137784,Very Low Risk,Approve,812
0,0.3059501695839987,High Risk,Reject,682
1,0.37916461579575367,Very High Risk,Reject,641
0,0.32101132366104146,Very High Risk,Reject,673
0,0.24608126637087302,High Risk,Manual Review,715
0,0.09472353104443636,Low Risk,Approve,798
0,0.1608081930111619,Medium Risk,Manual Review,762
0,0.16441253822097318,Medium Risk,Manual Review,760
0,0.35319560849305826,Very High Risk,Reject,656
0,0.10371653274366559,Low Risk,Manual Review,793
0,0.07399704465065822,Very Low Risk,Approve,809
0,0.4743322206700653,Very High Risk,Reject,589
0,0.5137784987124867,Very High Risk,Reject,567
0,0.3447509933630972,Very High Risk,Reject,660
0,0.08780538818332391,Very Low Risk,Approve,802
0,0.2658233098949468,High Risk,Reject,704
0,0.05966206148204508,Very Low Risk,Approve,817
1,0.4679363076569665,Very High Risk,Reject,593
0,0.13969512288421163,Low Risk,Manual Review,773
0,0.11211607813778247,Low Risk,Manual Review,788
0,0.27829138558378974,High Risk,Reject,697
0,0.25662579412208025,High Risk,Reject,709
0,0.253548093774874,High Risk,Reject,711
0,0.29848789279210586,High Risk,Reject,686
0,0.3686870703767511,Very High Risk,Reject,647
0,0.03147997785931578,Very Low Risk,Approve,833
0,0.265779799501611,High Risk,Reject,704
0,0.09148999002877688,Low Risk,Approve,800
0,0.072048007755214,Very Low Risk,Approve,810
0,0.13119264881705317,Low Risk,Manual Review,778
0,0.10155483702938092,Low Risk,Manual Review,794
0,0.38061651193530893,Very High Risk,Reject,641
0,0.35718754540563574,Very High Risk,Reject,654
0,0.18453919730968774,Medium Risk,Manual Review,749
0,0.06248680639973178,Very Low Risk,Approve,816
1,0.3737467916994394,Very High Risk,Reject,644
0,0.3433701191052702,Very High Risk,Reject,661
0,0.1836713616091219,Medium Risk,Manual Review,749
0,0.04901230010688116,Very Low Risk,Approve,823
0,0.13786686649251317,Low Risk,Manual Review,774
0,0.0869587753383849,Very Low Risk,Approve,802
0,0.25806168172013816,High Risk,Reject,708
1,0.42534376266015234,Very High Risk,Reject,616
0,0.16234299629568302,Medium Risk,Manual Review,761
0,0.05235724064310133,Very Low Risk,Approve,821
1,0.10076615092877712,Low Risk,Manual Review,795
0,0.17613653749843108,Medium Risk,Manual Review,753
1,0.3086554862648911,High Risk,Reject,680
1,0.28343285169366506,High Risk,Reject,694
1,0.19322965450920437,Medium Risk,Manual Review,744
0,0.13665193478731982,Low Risk,Manual Review,775
0,0.2074520953055903,Medium Risk,Manual Review,736
1,0.09990352205464,Low Risk,Approve,795
0,0.3665169038174345,Very High Risk,Reject,648
0,0.18307849797085418,Medium Risk,Manual Review,749
0,0.281000297696356,High Risk,Reject,695
0,0.10093959556874423,Low Risk,Manual Review,794
0,0.28753600064149,High Risk,Reject,692
0,0.06649558622682762,Very Low Risk,Approve,813
0,0.14526961339134772,Low Risk,Manual Review,770
0,0.0474209422108456,Very Low Risk,Approve,824
0,0.08740412587094328,Very Low Risk,Approve,802
0,0.09931984973812255,Low Risk,Approve,795
0,0.17387941493899606,Medium Risk,Manual Review,754
0,0.11207941597516197,Low Risk,Manual Review,788
0,0.18404664901518317,Medium Risk,Manual Review,749
0,0.39310808041910517,Very High Risk,Reject,634
0,0.22779318306938803,High Risk,Manual Review,725
0,0.14906242553466323,Medium Risk,Manual Review,768
0,0.3182201296651042,Very High Risk,Reject,675
0,0.04868008144146664,Very Low Risk,Approve,823
1,0.26440964327079364,High Risk,Reject,705
0,0.17043104847576368,Medium Risk,Manual Review,756
0,0.12084683120186729,Low Risk,Manual Review,784
0,0.46306872614732525,Very High Risk,Reject,595
0,0.12531857991200393,Low Risk,Manual Review,781
0,0.2991881177775043,High Risk,Reject,685
0,0.4002823977037153,Very High Risk,Reject,630
1,0.22048504939198812,High Risk,Manual Review,729
0,0.13232617674332237,Low Risk,Manual Review,777
1,0.2523673200082138,High Risk,Reject,711
0,0.2968852229836169,High Risk,Reject,687
0,0.20175559296455267,Medium Risk,Manual Review,739
1,0.3371261006016551,Very High Risk,Reject,665
0,0.16159830957498403,Medium Risk,Manual Review,761
1,0.4335131521397884,Very High Risk,Reject,612
0,0.12335675565477434,Low Risk,Manual Review,782
0,0.03395660649159361,Very Low Risk,Approve,831
0,0.2554533332505983,High Risk,Reject,710
0,0.470920229014437,Very High Risk,Reject,591
0,0.13666419613085015,Low Risk,Manual Review,775
0,0.07260781207346831,Very Low Risk,Approve,810
0,0.039925147786992576,Very Low Risk,Approve,828
0,0.3527103633785278,Very High Risk,Reject,656
0,0.09189931411946158,Low Risk,Approve,799
0,0.13975181217785593,Low Risk,Manual Review,773
0,0.16717596411215274,Medium Risk,Manual Review,758
0,0.0415845590829334,Very Low Risk,Approve,827
1,0.31511938520700844,Very High Risk,Reject,677
0,0.15062088982105132,Medium Risk,Manual Review,767
0,0.08431313101733219,Very Low Risk,Approve,804
0,0.2847137603186933,High Risk,Reject,693
0,0.21367413794683443,High Risk,Manual Review,732
0,0.2106091375100822,Medium Risk,Manual Review,734
0,0.12387852950849829,Low Risk,Manual Review,782
0,0.1946497589484179,Medium Risk,Manual Review,743
0,0.04760815514971931,Very Low Risk,Approve,824
0,0.09881972289044083,Low Risk,Approve,796
0,0.054041282437028416,Very Low Risk,Approve,820
0,0.11384679900749556,Low Risk,Manual Review,787
0,0.06114410356698277,Very Low Risk,Approve,816
0,0.2792836416103501,High Risk,Reject,696
0,0.2683477547657612,High Risk,Reject,702
0,0.04981041815911995,Very Low Risk,Approve,823
1,0.26036420159357027,High Risk,Reject,707
0,0.24305456455228827,High Risk,Manual Review,716
0,0.14461030972636665,Low Risk,Manual Review,770
0,0.07132043036389192,Very Low Risk,Approve,811
0,0.2902425243529048,High Risk,Reject,690
0,0.18620564825997105,Medium Risk,Manual Review,748
0,0.13968715445085914,Low Risk,Manual Review,773
0,0.25443558910573366,High Risk,Reject,710
0,0.17171573368048906,Medium Risk,Manual Review,756
0,0.1910493306385478,Medium Risk,Manual Review,745
1,0.10342253131929723,Low Risk,Manual Review,793
0,0.3259287411601396,Very High Risk,Reject,671
0,0.09527203183247855,Low Risk,Approve,798
0,0.1739356597140664,Medium Risk,Manual Review,754
0,0.16296536564802652,Medium Risk,Manual Review,760
0,0.07190385132885341,Very Low Risk,Approve,810
1,0.2542513432456646,High Risk,Reject,710
0,0.04195410949946463,Very Low Risk,Approve,827
0,0.2033034685988506,Medium Risk,Manual Review,738
0,0.2868765354782012,High Risk,Reject,692
1,0.2444115048616387,High Risk,Manual Review,716
0,0.1885830282017362,Medium Risk,Manual Review,746
0,0.17504695996675054,Medium Risk,Manual Review,754
0,0.06931566449986894,Very Low Risk,Approve,812
0,0.030734573056457725,Very Low Risk,Approve,833
0,0.1003084627965216,Low Risk,Manual Review,795
0,0.04694851481727021,Very Low Risk,Approve,824
0,0.23061656128762573,High Risk,Manual Review,723
0,0.18185086840761283,Medium Risk,Manual Review,750
0,0.03939112447446177,Very Low Risk,Approve,828
0,0.06206381321548043,Very Low Risk,Approve,816
0,0.10166055679086278,Low Risk,Manual Review,794
1,0.20333992162319053,Medium Risk,Manual Review,738
0,0.19517459542316662,Medium Risk,Manual Review,743
0,0.04752804827881393,Very Low Risk,Approve,824
1,0.11079997822332126,Low Risk,Manual Review,789
0,0.08849952476255164,Very Low Risk,Approve,801
1,0.34931734810690124,Very High Risk,Reject,658
1,0.5533161005237229,Very High Risk,Reject,546
1,0.10257801822673702,Low Risk,Manual Review,794
0,0.42936015855211157,Very High Risk,Reject,614
0,0.2366537089383709,High Risk,Manual Review,720
0,0.2457218792233898,High Risk,Manual Review,715
0,0.18029139818235848,Medium Risk,Manual Review,751
1,0.15829931592190327,Medium Risk,Manual Review,763
0,0.2832278595096842,High Risk,Reject,694
0,0.21105298600350272,Medium Risk,Manual Review,734
0,0.061908906617279935,Very Low Risk,Approve,816
0,0.06616981021616808,Very Low Risk,Approve,814
0,0.20353968823586358,Medium Risk,Manual Review,738
0,0.30702129750454066,High Risk,Reject,681
0,0.1492976347426071,Medium Risk,Manual Review,768
1,0.2860217535539991,High Risk,Reject,693
0,0.14619229807029738,Low Risk,Manual Review,770
0,0.2051701905538909,Medium Risk,Manual Review,737
1,0.5635799909844301,Very High Risk,Reject,540
1,0.5551742298738024,Very High Risk,Reject,545
0,0.10585911565361558,Low Risk,Manual Review,792
0,0.154987259798078,Medium Risk,Manual Review,765
0,0.1513658377042469,Medium Risk,Manual Review,767
0,0.1959780121405838,Medium Risk,Manual Review,742
0,0.45178720861050564,Very High Risk,Reject,602
0,0.2567212875157316,High Risk,Reject,709
1,0.24800583224414383,High Risk,Manual Review,714
0,0.1259747912042912,Low Risk,Manual Review,781
1,0.21620178194989603,High Risk,Manual Review,731
1,0.184644522083834,Medium Risk,Manual Review,748
1,0.19120477668134445,Medium Risk,Manual Review,745
0,0.43030899169709436,Very High Risk,Reject,613
0,0.18828442483726227,Medium Risk,Manual Review,746
0,0.47061728252690177,Very High Risk,Reject,591
0,0.20463076918806353,Medium Risk,Manual Review,737
1,0.3194632232322845,Very High Risk,Reject,674
1,0.3156431704265198,Very High Risk,Reject,676
0,0.19022887603352823,Medium Risk,Manual Review,745
0,0.16581079579473898,Medium Risk,Manual Review,759
0,0.36903332546845763,Very High Risk,Reject,647
1,0.24460623817206772,High Risk,Manual Review,715
0,0.16091777062812268,Medium Risk,Manual Review,761
0,0.16075333588598356,Medium Risk,Manual Review,762
0,0.10767761095914002,Low Risk,Manual Review,791
1,0.16035312872227234,Medium Risk,Manual Review,762
0,0.14768871332165356,Medium Risk,Manual Review,769
0,0.024699966991549947,Very Low Risk,Approve,836
1,0.3251557009740498,Very High Risk,Reject,671
0,0.2123847629496237,Medium Risk,Manual Review,733
0,0.1886863505418588,Medium Risk,Manual Review,746
0,0.12048730485431008,Low Risk,Manual Review,784
0,0.0862456710018029,Very Low Risk,Approve,803
0,0.20933098445634907,Medium Risk,Manual Review,735
0,0.09905660855676095,Low Risk,Approve,796
1,0.32661180874465484,Very High Risk,Reject,670
0,0.38294701949783627,Very High Risk,Reject,639
0,0.18225965344271217,Medium Risk,Manual Review,750
0,0.31247093004279386,Very High Risk,Reject,678
0,0.17704576079962928,Medium Risk,Manual Review,753
1,0.4144782949617881,Very High Risk,Reject,622
0,0.02912220878611937,Very Low Risk,Approve,834
0,0.21475014374296988,High Risk,Manual Review,732
0,0.12600769095227232,Low Risk,Manual Review,781
0,0.23137864239577935,High Risk,Manual Review,723
0,0.12875999104123095,Low Risk,Manual Review,779
0,0.030877684183764166,Very Low Risk,Approve,833
0,0.14215043144903597,Low Risk,Manual Review,772
1,0.2686671355848112,High Risk,Reject,702
0,0.19150880023315964,Medium Risk,Manual Review,745
1,0.11813729755818768,Low Risk,Manual Review,785
0,0.027640017791503248,Very Low Risk,Approve,835
0,0.25635182358328396,High Risk,Reject,709
1,0.08012231276398302,Very Low Risk,Approve,806
0,0.32077076806031457,Very High Risk,Reject,674
0,0.3397018987070478,Very High Risk,Reject,663
0,0.10783028447968003,Low Risk,Manual Review,791
0,0.11007491643285257,Low Risk,Manual Review,789
0,0.3402050934616237,Very High Risk,Reject,663
0,0.22133413843372568,High Risk,Manual Review,728
0,0.054165331837384506,Very Low Risk,Approve,820
0,0.26474421934218856,High Risk,Reject,704
0,0.06272385491866053,Very Low Risk,Approve,816
0,0.13770846914567395,Low Risk,Manual Review,774
0,0.11098332823989933,Low Risk,Manual Review,789
0,0.44732623346742784,Very High Risk,Reject,604
0,0.04883646318936468,Very Low Risk,Approve,823
0,0.2187247852538036,High Risk,Manual Review,730
0,0.08422254750426751,Very Low Risk,Approve,804
0,0.1680837763457819,Medium Risk,Manual Review,758
0,0.13640215865701852,Low Risk,Manual Review,775
1,0.6412405467679093,Very High Risk,Reject,497
0,0.11439578819666969,Low Risk,Manual Review,787
1,0.13763656535642874,Low Risk,Manual Review,774
1,0.1349958963639973,Low Risk,Manual Review,776
0,0.14073337050909437,Low Risk,Manual Review,773
0,0.255368439234072,High Risk,Reject,710
0,0.12117976607026934,Low Risk,Manual Review,783
0,0.22307087842088857,High Risk,Manual Review,727
0,0.0821087106647102,Very Low Risk,Approve,805
0,0.14526864811891846,Low Risk,Manual Review,770
1,0.06958970915046536,Very Low Risk,Approve,812
1,0.18717954684746438,Medium Risk,Manual Review,747
1,0.3324381977538595,Very High Risk,Reject,667
0,0.07084979815576654,Very Low Risk,Approve,811
0,0.05602382697294462,Very Low Risk,Approve,819
0,0.1005914739209635,Low Risk,Manual Review,795
0,0.12098379410134154,Low Risk,Manual Review,783
0,0.03411087848947661,Very Low Risk,Approve,831
1,0.15024533460557202,Medium Risk,Manual Review,767
0,0.34170814887899065,Very High Risk,Reject,662
0,0.06307555402763465,Very Low Risk,Approve,815
0,0.23868715633962656,High Risk,Manual Review,719
1,0.1335938352987361,Low Risk,Manual Review,777
0,0.21802980940392255,High Risk,Manual Review,730
1,0.17610496691655553,Medium Risk,Manual Review,753
0,0.4210154125564786,Very High Risk,Reject,618
0,0.21481713570083982,High Risk,Manual Review,732
0,0.14540213586303175,Low Risk,Manual Review,770
0,0.05445130762711399,Very Low Risk,Approve,820
0,0.08951578061319194,Very Low Risk,Approve,801
0,0.06585366287906674,Very Low Risk,Approve,814
0,0.217805288818896,High Risk,Manual Review,730
0,0.12112556294840597,Low Risk,Manual Review,783
1,0.2668798371791935,High Risk,Reject,703
0,0.3559217775266729,Very High Risk,Reject,654
0,0.1153449917732866,Low Risk,Manual Review,787
0,0.5010594992083045,Very High Risk,Reject,574
0,0.2278397951369622,High Risk,Manual Review,725
1,0.28719693378122857,High Risk,Reject,692
0,0.2039117350357894,Medium Risk,Manual Review,738
0,0.05155364327689022,Very Low Risk,Approve,822
0,0.07132026340106103,Very Low Risk,Approve,811
1,0.21652097836288725,High Risk,Manual Review,731
0,0.22573103418859305,High Risk,Manual Review,726
1,0.2517683983805944,High Risk,Reject,712
1,0.21261611016137963,Medium Risk,Manual Review,733
0,0.08375843120332921,Very Low Risk,Approve,804
0,0.11631790828582836,Low Risk,Manual Review,786
0,0.10496881578005127,Low Risk,Manual Review,792
0,0.3322311657479065,Very High Risk,Reject,667
0,0.354246091781124,Very High Risk,Reject,655
0,0.14251537154699517,Low Risk,Manual Review,772
0,0.06641776949434407,Very Low Risk,Approve,813
1,0.41334955265222034,Very High Risk,Reject,623
0,0.12685254166398202,Low Risk,Manual Review,780
0,0.30752089813801453,High Risk,Reject,681
0,0.1753993702490385,Medium Risk,Manual Review,754
0,0.0712834336241848,Very Low Risk,Approve,811
0,0.38380390881873994,Very High Risk,Reject,639
1,0.17521606468823644,Medium Risk,Manual Review,754
1,0.04030536389767232,Very Low Risk,Approve,828
0,0.18220085292392435,Medium Risk,Manual Review,750
0,0.05214651909196724,Very Low Risk,Approve,821
0,0.07554309877171513,Very Low Risk,Approve,808
0,0.05522880161403005,Very Low Risk,Approve,820
1,0.5292483715658423,Very High Risk,Reject,559
0,0.27334651893332745,High Risk,Reject,700
1,0.3294022984146581,Very High Risk,Reject,669
0,0.20633960181321542,Medium Risk,Manual Review,737
0,0.2546849328281265,High Risk,Reject,710
0,0.24637036658572442,High Risk,Manual Review,714
