loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,fico_range_low,fico_range_high,open_acc,revol_bal,revol_util,delinq_2yrs,pub_rec,inq_last_6mths,target
27275.0, 36 months,7.89,A,A5,10+ years,MORTGAGE,100000.0,Verified,other,22.1,775.0,779.0,10.0,12420.0,36.1,0.0,0.0,0.0,0
11500.0, 36 months,9.17,B,B1,9 years,MORTGAGE,42000.0,Not Verified,credit_card,33.74,710.0,714.0,9.0,21002.0,76.1,0.0,0.0,0.0,0
17000.0, 60 months,10.99,B,B4,10+ years,MORTGAGE,65000.0,Not Verified,debt_consolidation,26.77,690.0,694.0,13.0,10794.0,86.4,0.0,0.0,0.0,0
18400.0, 36 months,12.49,B,B5,6 years,MORTGAGE,132000.0,Source Verified,debt_consolidation,12.98,665.0,669.0,14.0,9862.0,49.8,1.0,1.0,1.0,0
10000.0, 36 months,12.62,C,C1,2 years,RENT,31200.0,Source Verified,debt_consolidation,16.96,700.0,704.0,5.0,5543.0,39.6,0.0,0.0,0.0,0
20000.0, 60 months,12.69,C,C2,10+ years,MORTGAGE,70000.0,Not Verified,credit_card,32.14,725.0,729.0,9.0,11519.0,42.3,0.0,0.0,0.0,1
22400.0, 36 months,11.22,B,B5,10+ years,MORTGAGE,90000.0,Verified,debt_consolidation,20.85,665.0,669.0,8.0,15676.0,83.8,0.0,1.0,0.0,0
9000.0, 36 months,9.44,B,B1,1 year,MORTGAGE,90000.0,Not Verified,credit_card,15.15,685.0,689.0,14.0,22111.0,36.4,1.0,0.0,0.0,1
14500.0, 60 months,18.54,E,E1,10+ years,RENT,33000.0,Source Verified,debt_consolidation,13.6,705.0,709.0,4.0,13841.0,72.8,0.0,0.0,0.0,0
6000.0, 36 months,14.46,D,D2,3 years,MORTGAGE,26500.0,Not Verified,small_business,5.93,675.0,679.0,3.0,3214.0,94.5,0.0,1.0,1.0,0
25000.0, 36 months,9.67,B,B1,10+ years,MORTGAGE,105000.0,Verified,credit_card,14.5,690.0,694.0,11.0,42103.0,79.0,0.0,0.0,1.0,0
11200.0, 60 months,16.49,D,D3,8 years,RENT,50000.0,Source Verified,debt_consolidation,11.33,670.0,674.0,10.0,2844.0,18.2,1.0,1.0,1.0,0
5000.0, 36 months,11.49,B,B5,2 years,RENT,32000.0,Verified,debt_consolidation,19.2,680.0,684.0,5.0,5929.0,56.5,0.0,0.0,2.0,0
14000.0, 60 months,15.61,C,C5,1 year,RENT,50000.0,Source Verified,debt_consolidation,20.38,670.0,674.0,13.0,14818.0,65.3,0.0,0.0,0.0,0
22000.0, 60 months,11.44,B,B4,9 years,RENT,95000.0,Not Verified,credit_card,9.58,720.0,724.0,7.0,20672.0,56.6,0.0,0.0,0.0,0
10000.0, 36 months,6.68,A,A3,10+ years,MORTGAGE,40550.0,Not Verified,credit_card,19.5,715.0,719.0,11.0,11034.0,38.2,0.0,0.0,0.0,1
18000.0, 60 months,16.99,D,D1,10+ years,RENT,70000.0,Source Verified,debt_consolidation,19.31,700.0,704.0,17.0,4689.0,30.4,0.0,4.0,0.0,1
5000.0, 36 months,10.99,B,B3,8 years,MORTGAGE,85000.0,Not Verified,home_improvement,10.67,665.0,669.0,8.0,6697.0,59.8,1.0,0.0,0.0,0
30000.0, 36 months,15.59,C,C5,5 years,MORTGAGE,71000.0,Source Verified,debt_consolidation,18.85,695.0,699.0,6.0,6136.0,49.9,0.0,0.0,0.0,1
18000.0, 36 months,11.47,B,B5,missing,MORTGAGE,69000.0,Verified,debt_consolidation,9.98,665.0,669.0,11.0,6336.0,42.8,0.0,0.0,0.0,0
25000.0, 36 months,17.76,D,D1,3 years,RENT,135000.0,Verified,debt_consolidation,13.1,675.0,679.0,9.0,21255.0,79.6,0.0,0.0,3.0,0
15000.0, 36 months,18.25,E,E1,10+ years,RENT,48000.0,Verified,debt_consolidation,19.13,680.0,684.0,14.0,6599.0,30.6,0.0,0.0,1.0,1
10000.0, 36 months,14.31,C,C4,1 year,RENT,52000.0,Not Verified,credit_card,6.35,685.0,689.0,6.0,11677.0,59.9,0.0,0.0,2.0,0
11800.0, 36 months,13.33,C,C3,3 years,RENT,26856.0,Source Verified,debt_consolidation,20.64,670.0,674.0,5.0,3206.0,40.1,0.0,1.0,0.0,0
3500.0, 36 months,7.12,A,A1,< 1 year,RENT,28800.0,Not Verified,car,0.0,775.0,779.0,2.0,150.0,7.5,0.0,0.0,1.0,0
15600.0, 60 months,22.15,E,E5,7 years,MORTGAGE,55000.0,Source Verified,other,13.64,685.0,689.0,9.0,18202.0,59.3,0.0,0.0,1.0,1
9600.0, 36 months,17.86,D,D5,< 1 year,RENT,24000.0,Source Verified,debt_consolidation,35.15,660.0,664.0,6.0,14531.0,80.3,0.0,0.0,0.0,0
20500.0, 60 months,10.65,B,B2,3 years,MORTGAGE,80200.0,Verified,debt_consolidation,28.73,745.0,749.0,20.0,39898.0,54.0,0.0,0.0,0.0,0
16450.0, 36 months,19.05,D,D4,3 years,MORTGAGE,66000.0,Verified,debt_consolidation,18.8,660.0,664.0,15.0,14900.0,76.8,0.0,0.0,2.0,1
14000.0, 36 months,17.99,D,D2,1 year,RENT,41600.0,Verified,debt_consolidation,26.37,665.0,669.0,14.0,10074.0,76.9,0.0,4.0,0.0,0
3500.0, 36 months,11.49,B,B5,10+ years,OWN,85000.0,Source Verified,credit_card,16.42,670.0,674.0,12.0,2953.0,16.0,0.0,1.0,1.0,0
5000.0, 36 months,7.89,A,A5,10+ years,OWN,86000.0,Source Verified,credit_card,14.33,695.0,699.0,14.0,147088.0,20.3,1.0,0.0,0.0,0
7000.0, 36 months,10.99,B,B3,< 1 year,MORTGAGE,145000.0,Source Verified,debt_consolidation,20.33,685.0,689.0,16.0,19369.0,52.1,0.0,0.0,0.0,0
30000.0, 60 months,6.0,F,F2,missing,MORTGAGE,0.0,Not Verified,debt_consolidation,17.66,680.0,684.0,12.0,64628.0,74.4,0.0,0.0,0.0,1
6400.0, 36 months,11.39,B,B3,10+ years,MORTGAGE,70000.0,Not Verified,major_purchase,27.16,715.0,719.0,8.0,20596.0,56.3,0.0,0.0,0.0,0
22000.0, 36 months,10.99,B,B4,2 years,MORTGAGE,105000.0,Source Verified,debt_consolidation,16.45,670.0,674.0,20.0,29408.0,71.0,2.0,0.0,0.0,0
25000.0, 36 months,14.46,C,C4,< 1 year,MORTGAGE,225000.0,Source Verified,debt_consolidation,21.43,690.0,694.0,9.0,23329.0,89.7,0.0,0.0,0.0,0
24000.0, 36 months,6.03,A,A1,2 years,RENT,95000.0,Verified,credit_card,15.08,710.0,714.0,16.0,31454.0,54.0,0.0,0.0,0.0,0
12000.0, 36 months,9.49,B,B2,2 years,RENT,62000.0,Not Verified,debt_consolidation,29.04,705.0,709.0,12.0,3569.0,28.1,1.0,1.0,1.0,0
18000.0, 36 months,6.99,A,A2,10+ years,MORTGAGE,165000.0,Not Verified,debt_consolidation,4.87,795.0,799.0,15.0,45791.0,19.7,0.0,0.0,1.0,0
15000.0, 36 months,8.38,B,B1,8 years,OWN,67000.0,Not Verified,debt_consolidation,16.82,710.0,714.0,11.0,10283.0,63.9,0.0,0.0,0.0,0
4975.0, 36 months,11.99,B,B3,5 years,RENT,52180.62,Verified,debt_consolidation,18.35,705.0,709.0,6.0,12424.0,71.4,0.0,0.0,0.0,0
20000.0, 36 months,12.99,C,C2,< 1 year,RENT,51500.0,Not Verified,debt_consolidation,19.9,675.0,679.0,17.0,13067.0,48.4,0.0,0.0,2.0,0
4125.0, 36 months,25.83,G,G2,1 year,RENT,14000.0,Verified,moving,30.87,660.0,664.0,9.0,2415.0,89.4,0.0,0.0,0.0,0
12000.0, 60 months,13.67,C,C3,3 years,RENT,65000.0,Not Verified,credit_card,11.65,665.0,669.0,14.0,14628.0,85.0,0.0,0.0,0.0,0
14000.0, 36 months,8.39,A,A5,< 1 year,RENT,95000.0,Verified,credit_card,11.26,695.0,699.0,5.0,2327.0,19.0,1.0,0.0,2.0,0
6025.0, 36 months,9.49,B,B2,4 years,MORTGAGE,62000.0,Verified,credit_card,18.76,700.0,704.0,9.0,5064.0,28.8,0.0,0.0,0.0,0
18700.0, 36 months,12.39,C,C1,10+ years,RENT,56458.0,Source Verified,debt_consolidation,20.6,670.0,674.0,12.0,9117.0,50.9,0.0,1.0,0.0,0
20000.0, 36 months,12.62,C,C1,10+ years,MORTGAGE,96800.0,Source Verified,debt_consolidation,15.39,665.0,669.0,11.0,12673.0,27.1,0.0,1.0,0.0,0
25000.0, 36 months,7.12,A,A3,10+ years,RENT,98000.0,Verified,credit_card,33.48,705.0,709.0,12.0,39342.0,75.4,0.0,0.0,0.0,0
16000.0, 60 months,12.29,C,C1,10+ years,MORTGAGE,76000.0,Verified,debt_consolidation,18.6,705.0,709.0,15.0,8038.0,40.0,0.0,0.0,2.0,0
10000.0, 36 months,7.59,A,A3,2 years,RENT,45000.0,Source Verified,debt_consolidation,12.91,730.0,734.0,6.0,9075.0,52.2,0.0,0.0,0.0,0
28000.0, 36 months,12.69,C,C2,< 1 year,RENT,105000.0,Source Verified,credit_card,14.67,680.0,684.0,9.0,35055.0,61.7,0.0,0.0,0.0,0
4000.0, 36 months,18.75,D,D3,3 years,RENT,35000.0,Verified,credit_card,14.95,660.0,664.0,7.0,4130.0,89.8,0.0,1.0,0.0,1
13500.0, 36 months,8.18,B,B1,2 years,RENT,85500.0,Source Verified,credit_card,29.8,685.0,689.0,10.0,42063.0,87.8,0.0,0.0,0.0,0
5000.0, 36 months,11.49,B,B5,10+ years,RENT,102000.0,Verified,other,30.16,665.0,669.0,9.0,8481.0,89.0,1.0,0.0,0.0,1
35000.0, 36 months,11.48,B,B5,10+ years,MORTGAGE,750000.0,Source Verified,debt_consolidation,8.83,665.0,669.0,19.0,159818.0,47.0,0.0,0.0,1.0,0
8600.0, 36 months,24.5,F,F3,2 years,RENT,43600.0,Verified,debt_consolidation,20.56,675.0,679.0,9.0,5863.0,97.7,1.0,0.0,0.0,1
12000.0, 36 months,7.89,A,A5,6 years,RENT,38000.0,Source Verified,debt_consolidation,6.13,700.0,704.0,9.0,10901.0,35.7,0.0,0.0,0.0,0
30000.0, 36 months,18.99,D,D3,10+ years,RENT,90000.0,Source Verified,debt_consolidation,24.67,690.0,694.0,12.0,31053.0,67.9,0.0,0.0,0.0,1
18400.0, 60 months,13.99,C,C3,2 years,MORTGAGE,121000.0,Not Verified,debt_consolidation,8.51,740.0,744.0,12.0,4918.0,12.4,0.0,0.0,0.0,0
8000.0, 36 months,7.9,A,A4,2 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,14.5,710.0,714.0,17.0,10260.0,37.9,0.0,0.0,1.0,0
16800.0, 60 months,18.99,D,D4,10+ years,OWN,69100.0,Verified,other,19.66,700.0,704.0,23.0,11466.0,27.0,0.0,0.0,2.0,0
6000.0, 36 months,9.16,B,B2,3 years,MORTGAGE,39500.0,Source Verified,credit_card,19.42,685.0,689.0,9.0,7223.0,37.8,0.0,1.0,0.0,0
25000.0, 60 months,19.22,D,D5,1 year,MORTGAGE,104500.0,Verified,debt_consolidation,18.66,700.0,704.0,9.0,16382.0,85.8,0.0,0.0,1.0,0
3600.0, 36 months,20.2,E,E3,8 years,RENT,50000.0,Verified,vacation,8.69,670.0,674.0,6.0,1399.0,45.1,0.0,0.0,0.0,0
20000.0, 60 months,15.05,C,C4,< 1 year,MORTGAGE,110000.0,Not Verified,debt_consolidation,10.31,665.0,669.0,6.0,5039.0,38.2,0.0,0.0,0.0,1
13000.0, 36 months,10.75,B,B4,missing,MORTGAGE,61000.0,Verified,debt_consolidation,14.05,680.0,684.0,17.0,10305.0,55.1,0.0,0.0,1.0,0
5000.0, 36 months,6.24,A,A2,4 years,RENT,89900.0,Not Verified,debt_consolidation,1.87,745.0,749.0,3.0,6417.0,22.1,0.0,0.0,0.0,0
30000.0, 60 months,13.18,C,C3,2 years,RENT,99000.0,Source Verified,credit_card,19.15,700.0,704.0,16.0,13354.0,41.2,1.0,0.0,0.0,0
20000.0, 36 months,10.99,B,B4,3 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,27.07,680.0,684.0,18.0,21676.0,65.6,0.0,0.0,0.0,1
5000.0, 36 months,8.49,B,B1,< 1 year,MORTGAGE,29000.0,Not Verified,debt_consolidation,6.46,690.0,694.0,21.0,3750.0,56.0,0.0,0.0,0.0,0
3000.0, 36 months,17.09,D,D1,9 years,RENT,42000.0,Not Verified,credit_card,24.66,700.0,704.0,24.0,7742.0,11.6,0.0,0.0,4.0,0
17000.0, 36 months,8.39,B,B1,1 year,RENT,80000.0,Not Verified,credit_card,14.75,705.0,709.0,8.0,18923.0,45.5,0.0,0.0,0.0,0
5600.0, 36 months,10.99,B,B4,missing,MORTGAGE,36000.0,Verified,debt_consolidation,17.43,670.0,674.0,13.0,3668.0,38.2,0.0,2.0,1.0,0
13000.0, 60 months,26.3,E,E5,10+ years,RENT,50000.0,Source Verified,debt_consolidation,24.72,735.0,739.0,13.0,5171.0,22.2,0.0,0.0,0.0,1
1000.0, 36 months,11.49,B,B5,10+ years,RENT,45000.0,Source Verified,home_improvement,26.19,700.0,704.0,7.0,20547.0,83.5,0.0,0.0,0.0,1
20000.0, 36 months,13.99,C,C4,2 years,RENT,66000.0,Source Verified,other,30.01,685.0,689.0,13.0,49416.0,68.8,0.0,0.0,0.0,1
25000.0, 60 months,17.57,D,D4,2 years,MORTGAGE,82500.0,Not Verified,debt_consolidation,32.55,680.0,684.0,21.0,25720.0,59.5,1.0,0.0,2.0,1
8500.0, 36 months,12.79,C,C1,3 years,RENT,48000.0,Not Verified,debt_consolidation,29.9,680.0,684.0,11.0,8025.0,61.0,0.0,0.0,0.0,0
24000.0, 36 months,7.89,A,A5,10+ years,MORTGAGE,85000.0,Verified,debt_consolidation,18.2,765.0,769.0,13.0,7779.0,19.3,0.0,0.0,1.0,0
4800.0, 36 months,9.99,B,B3,< 1 year,RENT,40000.0,Source Verified,debt_consolidation,10.38,670.0,674.0,14.0,6515.0,26.4,3.0,0.0,0.0,0
16000.0, 36 months,6.03,A,A1,< 1 year,MORTGAGE,60000.0,Not Verified,credit_card,27.71,800.0,804.0,8.0,15110.0,32.4,0.0,0.0,0.0,0
8000.0, 36 months,11.39,B,B3,10+ years,MORTGAGE,95000.0,Source Verified,debt_consolidation,12.87,685.0,689.0,5.0,3737.0,84.9,0.0,0.0,1.0,0
19000.0, 36 months,13.11,B,B4,5 years,RENT,75000.0,Not Verified,credit_card,11.2,715.0,719.0,9.0,20087.0,66.5,0.0,0.0,1.0,0
22800.0, 60 months,18.99,E,E1,5 years,MORTGAGE,60000.0,Source Verified,debt_consolidation,22.34,690.0,694.0,13.0,18230.0,51.9,0.0,0.0,1.0,0
20000.0, 36 months,12.99,B,B5,1 year,MORTGAGE,125000.0,Verified,debt_consolidation,16.36,705.0,709.0,13.0,14185.0,27.4,0.0,0.0,6.0,0
8500.0, 36 months,17.57,D,D4,1 year,RENT,25000.0,Verified,debt_consolidation,23.91,670.0,674.0,9.0,7878.0,83.8,0.0,0.0,0.0,1
9650.0, 36 months,16.49,D,D3,1 year,RENT,27000.0,Verified,debt_consolidation,16.0,680.0,684.0,8.0,14815.0,77.6,0.0,0.0,1.0,1
25000.0, 36 months,12.69,C,C2,10+ years,OWN,69398.0,Verified,credit_card,19.64,690.0,694.0,7.0,20951.0,78.2,0.0,0.0,0.0,0
1400.0, 36 months,6.24,A,A2,1 year,RENT,35000.0,Not Verified,credit_card,27.88,715.0,719.0,8.0,11507.0,40.1,0.0,0.0,0.0,0
30000.0, 60 months,19.99,E,E4,10+ years,MORTGAGE,85000.0,Source Verified,debt_consolidation,26.97,695.0,699.0,20.0,23012.0,50.5,0.0,0.0,1.0,1
10000.0, 60 months,18.25,D,D3,< 1 year,MORTGAGE,60000.0,Source Verified,debt_consolidation,21.56,660.0,664.0,22.0,25108.0,60.8,0.0,1.0,1.0,1
10000.0, 36 months,7.49,A,A4,1 year,RENT,110000.0,Source Verified,credit_card,15.81,730.0,734.0,15.0,9009.0,26.1,0.0,0.0,0.0,0
2450.0, 36 months,15.31,C,C5,6 years,MORTGAGE,32000.0,Source Verified,debt_consolidation,26.78,690.0,694.0,8.0,4486.0,25.8,0.0,0.0,1.0,0
20000.0, 60 months,22.95,F,F1,7 years,MORTGAGE,75000.0,Verified,debt_consolidation,1.04,665.0,669.0,9.0,593.0,4.5,0.0,0.0,1.0,0
15000.0, 36 months,14.16,C,C2,1 year,RENT,52000.0,Verified,debt_consolidation,15.49,665.0,669.0,13.0,5752.0,70.1,0.0,0.0,2.0,0
10000.0, 60 months,14.99,C,C5,1 year,MORTGAGE,52000.0,Not Verified,debt_consolidation,20.97,690.0,694.0,18.0,6538.0,68.1,0.0,0.0,4.0,0
20000.0, 60 months,13.06,C,C1,10+ years,MORTGAGE,136000.0,Not Verified,other,4.91,710.0,714.0,7.0,24674.0,60.2,0.0,0.0,0.0,0
4000.0, 36 months,14.99,C,C5,3 years,RENT,35000.0,Not Verified,debt_consolidation,26.23,660.0,664.0,10.0,9551.0,71.3,0.0,1.0,1.0,0
2000.0, 36 months,23.99,E,E2,1 year,OWN,15000.0,Verified,other,29.6,680.0,684.0,8.0,8024.0,43.4,0.0,0.0,0.0,1
23500.0, 60 months,18.25,E,E1,10+ years,RENT,47067.0,Source Verified,debt_consolidation,17.44,670.0,674.0,5.0,8372.0,82.9,0.0,1.0,1.0,0
10000.0, 36 months,7.62,A,A3,10+ years,RENT,33400.0,Verified,credit_card,4.89,705.0,709.0,9.0,2554.0,18.8,1.0,0.0,1.0,0
12000.0, 36 months,9.99,B,B3,< 1 year,MORTGAGE,50000.0,Source Verified,home_improvement,26.86,685.0,689.0,8.0,14072.0,81.8,0.0,0.0,0.0,0
16225.0, 36 months,6.49,A,A2,10+ years,MORTGAGE,85000.0,Verified,debt_consolidation,34.22,760.0,764.0,23.0,16427.0,24.9,0.0,0.0,0.0,0
12000.0, 60 months,17.76,D,D1,7 years,MORTGAGE,92000.0,Verified,debt_consolidation,14.45,680.0,684.0,17.0,35703.0,73.3,0.0,0.0,0.0,0
9000.0, 36 months,9.17,B,B1,10+ years,MORTGAGE,55000.0,Not Verified,debt_consolidation,11.7,695.0,699.0,14.0,14092.0,44.9,0.0,0.0,0.0,0
15000.0, 36 months,6.03,A,A1,missing,RENT,63000.0,Verified,credit_card,8.69,730.0,734.0,10.0,14996.0,24.5,0.0,0.0,0.0,0
8000.0, 36 months,15.59,D,D1,2 years,RENT,56000.0,Not Verified,debt_consolidation,2.79,660.0,664.0,5.0,5040.0,65.0,0.0,0.0,0.0,0
4500.0, 36 months,19.52,E,E2,10+ years,RENT,42000.0,Verified,credit_card,38.37,675.0,679.0,28.0,24881.0,66.3,0.0,0.0,1.0,0
7000.0, 36 months,11.99,B,B3,10+ years,RENT,52000.0,Verified,debt_consolidation,29.44,665.0,669.0,11.0,5241.0,67.2,0.0,0.0,0.0,0
29000.0, 60 months,15.31,C,C2,10+ years,MORTGAGE,66000.0,Verified,debt_consolidation,20.16,725.0,729.0,13.0,44262.0,42.2,0.0,0.0,0.0,0
10000.0, 36 months,10.64,B,B4,9 years,OWN,26000.0,Verified,credit_card,28.07,690.0,694.0,9.0,16777.0,63.1,0.0,0.0,0.0,0
8750.0, 36 months,18.49,E,E2,8 years,MORTGAGE,25000.0,Verified,other,21.65,695.0,699.0,16.0,12667.0,32.0,0.0,0.0,2.0,1
18000.0, 60 months,25.29,E,E5,10+ years,RENT,45572.8,Verified,debt_consolidation,13.25,685.0,689.0,6.0,12578.0,86.7,0.0,0.0,1.0,1
12000.0, 60 months,19.42,E,E3,6 years,MORTGAGE,56004.0,Not Verified,home_improvement,7.2,660.0,664.0,8.0,4032.0,17.9,0.0,0.0,1.0,0
5000.0, 36 months,9.49,B,B2,10+ years,OWN,72000.0,Source Verified,home_improvement,9.1,660.0,664.0,6.0,2169.0,46.1,0.0,3.0,0.0,0
15475.0, 36 months,18.24,D,D5,7 years,MORTGAGE,43000.0,Not Verified,debt_consolidation,12.59,665.0,669.0,17.0,13192.0,58.6,0.0,0.0,2.0,0
24000.0, 60 months,9.99,B,B3,9 years,MORTGAGE,225000.0,Verified,debt_consolidation,27.28,700.0,704.0,23.0,38814.0,55.0,0.0,0.0,1.0,0
5050.0, 36 months,15.59,D,D1,10+ years,MORTGAGE,77208.0,Verified,moving,10.57,680.0,684.0,8.0,7911.0,108.4,2.0,0.0,0.0,0
6000.0, 36 months,9.67,B,B1,7 years,MORTGAGE,140000.0,Not Verified,home_improvement,14.86,675.0,679.0,13.0,17323.0,72.5,3.0,0.0,0.0,1
20000.0, 36 months,15.99,D,D2,1 year,MORTGAGE,90000.0,Verified,debt_consolidation,14.21,695.0,699.0,6.0,351.0,7.3,2.0,0.0,0.0,0
11000.0, 36 months,8.39,A,A5,10+ years,MORTGAGE,71000.0,Source Verified,debt_consolidation,23.21,730.0,734.0,14.0,36376.0,78.4,0.0,0.0,1.0,0
30000.0, 36 months,10.99,B,B2,3 years,MORTGAGE,176000.0,Verified,credit_card,9.91,710.0,714.0,9.0,24429.0,86.6,0.0,0.0,0.0,0
5000.0, 36 months,10.99,B,B4,10+ years,MORTGAGE,73800.0,Verified,debt_consolidation,1.58,660.0,664.0,3.0,3271.0,88.4,1.0,0.0,0.0,0
30000.0, 60 months,23.99,E,E2,1 year,RENT,150000.0,Not Verified,debt_consolidation,6.14,660.0,664.0,8.0,8226.0,61.4,2.0,0.0,0.0,0
1000.0, 36 months,13.67,C,C3,2 years,RENT,78000.0,Verified,moving,15.18,695.0,699.0,8.0,2346.0,33.0,2.0,0.0,0.0,0
32400.0, 36 months,14.33,C,C2,1 year,RENT,180000.0,Source Verified,debt_consolidation,5.58,680.0,684.0,9.0,17103.0,54.1,1.0,0.0,2.0,0
35000.0, 60 months,13.66,C,C3,3 years,MORTGAGE,290000.0,Verified,debt_consolidation,16.14,695.0,699.0,28.0,8935.0,37.1,0.0,0.0,0.0,0
20000.0, 36 months,11.39,B,B3,4 years,MORTGAGE,150000.0,Not Verified,home_improvement,18.35,710.0,714.0,11.0,14912.0,40.3,0.0,0.0,2.0,0
17600.0, 36 months,7.49,A,A4,10+ years,MORTGAGE,109000.0,Source Verified,credit_card,12.36,700.0,704.0,10.0,17106.0,70.1,0.0,3.0,1.0,0
6000.0, 36 months,15.04,C,C4,10+ years,MORTGAGE,55000.0,Source Verified,moving,17.67,660.0,664.0,17.0,10965.0,37.7,1.0,0.0,2.0,1
8500.0, 36 months,17.99,D,D2,4 years,RENT,70000.0,Verified,moving,2.5,695.0,699.0,4.0,2809.0,10.6,0.0,0.0,1.0,0
23750.0, 36 months,15.59,C,C5,1 year,MORTGAGE,54000.0,Source Verified,credit_card,20.53,665.0,669.0,10.0,5513.0,32.2,0.0,0.0,0.0,1
10000.0, 36 months,19.92,D,D3,8 years,MORTGAGE,77000.0,Not Verified,debt_consolidation,3.05,670.0,674.0,7.0,4766.0,64.4,0.0,0.0,0.0,0
7050.0, 36 months,9.16,B,B2,10+ years,RENT,29120.0,Not Verified,credit_card,26.88,720.0,724.0,7.0,7387.0,33.6,0.0,0.0,0.0,0
8000.0, 36 months,12.62,C,C1,10+ years,RENT,52000.0,Verified,debt_consolidation,32.82,695.0,699.0,10.0,27845.0,85.0,0.0,0.0,0.0,1
21000.0, 36 months,10.91,B,B4,2 years,RENT,37000.0,Source Verified,debt_consolidation,12.2,745.0,749.0,11.0,1937.0,14.5,0.0,0.0,1.0,0
15850.0, 60 months,15.61,C,C4,2 years,MORTGAGE,48500.0,Verified,debt_consolidation,31.38,735.0,739.0,13.0,12413.0,52.8,0.0,0.0,0.0,0
12000.0, 60 months,15.99,C,C5,8 years,RENT,31547.3,Not Verified,debt_consolidation,28.2,695.0,699.0,9.0,5624.0,30.1,1.0,0.0,0.0,1
20000.0, 36 months,6.89,A,A3,6 years,RENT,65000.0,Source Verified,credit_card,14.6,705.0,709.0,17.0,32818.0,40.2,0.0,0.0,1.0,0
20000.0, 36 months,7.89,A,A5,10+ years,RENT,60000.0,Source Verified,other,11.18,680.0,684.0,11.0,19092.0,49.6,0.0,2.0,0.0,1
6000.0, 36 months,10.15,B,B2,10+ years,RENT,52100.0,Source Verified,debt_consolidation,6.47,670.0,674.0,4.0,5907.0,62.2,0.0,1.0,0.0,0
2125.0, 36 months,17.99,D,D2,7 years,OWN,36554.0,Verified,debt_consolidation,18.81,670.0,674.0,12.0,2280.0,50.7,6.0,0.0,0.0,1
12000.0, 60 months,18.25,E,E1,4 years,MORTGAGE,40000.0,Verified,medical,22.8,670.0,674.0,13.0,9291.0,41.3,0.0,0.0,0.0,0
20000.0, 60 months,14.99,C,C5,8 years,RENT,63000.0,Source Verified,other,14.28,710.0,714.0,8.0,10842.0,67.3,0.0,0.0,0.0,1
18000.0, 36 months,14.35,C,C4,6 years,RENT,50000.0,Source Verified,debt_consolidation,15.1,685.0,689.0,7.0,20347.0,78.6,0.0,0.0,1.0,0
16000.0, 36 months,6.03,A,A1,10+ years,MORTGAGE,114000.0,Not Verified,credit_card,14.02,725.0,729.0,16.0,28121.0,68.9,0.0,0.0,0.0,0
35000.0, 36 months,9.17,B,B1,5 years,MORTGAGE,91000.0,Verified,debt_consolidation,24.32,780.0,784.0,14.0,106717.0,25.3,0.0,0.0,0.0,0
6000.0, 36 months,16.29,C,C4,7 years,RENT,35000.0,Verified,car,9.57,660.0,664.0,5.0,10378.0,64.5,0.0,0.0,0.0,0
12000.0, 60 months,16.49,D,D3,1 year,RENT,28000.0,Source Verified,credit_card,36.92,695.0,699.0,16.0,11236.0,26.8,0.0,0.0,2.0,1
5150.0, 36 months,17.57,D,D4,6 years,OWN,20000.0,Not Verified,credit_card,21.19,665.0,669.0,17.0,6120.0,52.8,0.0,0.0,0.0,1
6475.0, 36 months,16.29,D,D1,< 1 year,RENT,21120.0,Not Verified,debt_consolidation,33.11,670.0,674.0,19.0,4777.0,24.5,0.0,0.0,0.0,0
21000.0, 36 months,13.33,C,C3,10+ years,RENT,123000.0,Source Verified,debt_consolidation,11.94,695.0,699.0,12.0,25976.0,57.0,0.0,0.0,1.0,0
15000.0, 36 months,5.32,A,A1,< 1 year,RENT,78312.0,Not Verified,credit_card,6.69,685.0,689.0,16.0,14842.0,62.4,0.0,0.0,0.0,0
6000.0, 36 months,13.33,C,C3,6 years,RENT,25000.0,Source Verified,debt_consolidation,6.91,670.0,674.0,4.0,3639.0,72.8,1.0,0.0,0.0,0
12000.0, 60 months,13.67,C,C3,10+ years,OWN,80000.0,Not Verified,credit_card,12.68,665.0,669.0,13.0,10391.0,53.0,0.0,0.0,0.0,0
35000.0, 60 months,15.77,D,D1,5 years,MORTGAGE,275000.0,Verified,home_improvement,12.08,675.0,679.0,16.0,2533.0,9.0,2.0,0.0,1.0,1
5000.0, 36 months,11.47,B,B5,3 years,RENT,47000.0,Verified,debt_consolidation,13.3,705.0,709.0,5.0,2944.0,57.7,0.0,0.0,0.0,0
11000.0, 36 months,13.53,B,B5,10+ years,MORTGAGE,43000.0,Not Verified,home_improvement,12.14,670.0,674.0,9.0,10290.0,52.8,0.0,0.0,0.0,0
12000.0, 60 months,17.86,D,D5,10+ years,MORTGAGE,129000.0,Source Verified,debt_consolidation,15.57,675.0,679.0,14.0,11922.0,40.1,0.0,2.0,0.0,0
25000.0, 36 months,9.75,B,B3,10+ years,MORTGAGE,118000.0,Verified,credit_card,29.89,670.0,674.0,22.0,124929.0,78.0,0.0,0.0,3.0,0
3525.0, 36 months,10.99,B,B2,5 years,RENT,75000.0,Not Verified,debt_consolidation,7.46,680.0,684.0,8.0,6354.0,43.5,1.0,0.0,0.0,0
