actual,probability_of_default,risk_band,decision,credit_score
0,0.0858441720087922,Very Low Risk,Approve,803
0,0.13165216577678457,Low Risk,Manual Review,778
0,0.21210361536627953,Medium Risk,Manual Review,733
0,0.24965304874911926,High Risk,Manual Review,713
0,0.23155136955439407,High Risk,Manual Review,723
0,0.1234818990507962,Low Risk,Manual Review,782
0,0.24830878228436323,High Risk,Manual Review,713
0,0.05483218330751799,Very Low Risk,Approve,820
0,0.10532312535933515,Low Risk,Manual Review,792
0,0.052294267441850416,Very Low Risk,Approve,821
0,0.1610528176420625,Medium Risk,Manual Review,761
0,0.1119468599118836,Low Risk,Manual Review,788
0,0.10482290300314935,Low Risk,Manual Review,792
0,0.0924932405840134,Low Risk,Approve,799
0,0.2123522409641095,Medium Risk,Manual Review,733
1,0.1286087933112121,Low Risk,Manual Review,779
0,0.026527437955023957,Very Low Risk,Approve,835
0,0.33434087536143825,Very High Risk,Reject,666
0,0.1083702844446067,Low Risk,Manual Review,790
0,0.3740968919129309,Very High Risk,Reject,644
0,0.24638139951619445,High Risk,Manual Review,714
0,0.12324205357599803,Low Risk,Manual Review,782
0,0.10026073552079369,Low Risk,Manual Review,795
1,0.24138869122376508,High Risk,Manual Review,717
0,0.35139537378122754,Very High Risk,Reject,657
1,0.28625481754643756,High Risk,Reject,693
0,0.15886266953827738,Medium Risk,Manual Review,763
0,0.22136200829846245,High Risk,Manual Review,728
0,0.20240985337904882,Medium Risk,Manual Review,739
0,0.22420820996289217,High Risk,Manual Review,727
1,0.44544771323197113,Very High Risk,Reject,605
1,0.38669197575656367,Very High Risk,Reject,637
0,0.34080776509478533,Very High Risk,Reject,663
0,0.1310172395197602,Low Risk,Manual Review,778
1,0.22718038823995937,High Risk,Manual Review,725
0,0.09822594828962053,Low Risk,Approve,796
1,0.27586853764245395,High Risk,Reject,698
1,0.10082561323130589,Low Risk,Manual Review,795
0,0.15375559271233616,Medium Risk,Manual Review,765
0,0.11826670086562839,Low Risk,Manual Review,785
0,0.0938095894354586,Low Risk,Approve,798
0,0.27003407561706605,High Risk,Reject,701
0,0.2715297210307919,High Risk,Reject,701
0,0.10942462020831992,Low Risk,Manual Review,790
1,0.1334331691702294,Low Risk,Manual Review,777
0,0.38752367027316426,Very High Risk,Reject,637
0,0.0967302782829216,Low Risk,Approve,797
0,0.07861373408419306,Very Low Risk,Approve,807
0,0.230206817559923,High Risk,Manual Review,723
0,0.38732662465121775,Very High Risk,Reject,637
0,0.15194652510709258,Medium Risk,Manual Review,766
0,0.41339827336260204,Very High Risk,Reject,623
1,0.14276160504860133,Low Risk,Manual Review,771
0,0.1996606189313368,Medium Risk,Manual Review,740
0,0.15624022302349505,Medium Risk,Manual Review,764
1,0.17765705006369634,Medium Risk,Manual Review,752
0,0.29774302947162096,High Risk,Reject,686
0,0.11138046340649245,Low Risk,Manual Review,789
1,0.4298844722701144,Very High Risk,Reject,614
0,0.173008329118662,Medium Risk,Manual Review,755
0,0.37393809540833123,Very High Risk,Reject,644
1,0.3458427875519107,Very High Risk,Reject,660
1,0.3596383194980221,Very High Risk,Reject,652
0,0.2199129225831717,High Risk,Manual Review,729
0,0.030557265750425933,Very Low Risk,Approve,833
0,0.18466249716188388,Medium Risk,Manual Review,748
0,0.3429769156141137,Very High Risk,Reject,661
0,0.1119575335844336,Low Risk,Manual Review,788
0,0.08253595214139699,Very Low Risk,Approve,805
0,0.17607473258126427,Medium Risk,Manual Review,753
0,0.4006931515552877,Very High Risk,Reject,630
0,0.33926977901993577,Very High Risk,Reject,663
0,0.025165104101250616,Very Low Risk,Approve,836
0,0.43747993739470825,Very High Risk,Reject,609
0,0.0939481702930874,Low Risk,Approve,798
0,0.28702738043668574,High Risk,Reject,692
0,0.16916491000748332,Medium Risk,Manual Review,757
0,0.44303755279451373,Very High Risk,Reject,606
0,0.18518536636813748,Medium Risk,Manual Review,748
0,0.10824835404935061,Low Risk,Manual Review,790
0,0.5759514600743588,Very High Risk,Reject,533
0,0.03619462398672817,Very Low Risk,Approve,830
0,0.17824776516272137,Medium Risk,Manual Review,752
0,0.08456451069978671,Very Low Risk,Approve,803
0,0.12218330707132262,Low Risk,Manual Review,783
1,0.3450243852441491,Very High Risk,Reject,660
0,0.21233836985484228,Medium Risk,Manual Review,733
0,0.2817917645562355,High Risk,Reject,695
1,0.3933022461138219,Very High Risk,Reject,634
0,0.175769215624492,Medium Risk,Manual Review,753
0,0.04212649604098617,Very Low Risk,Approve,827
0,0.11328821920580932,Low Risk,Manual Review,788
1,0.08479661700460646,Very Low Risk,Approve,803
1,0.173297393508259,Medium Risk,Manual Review,755
0,0.3796656183875475,Very High Risk,Reject,641
0,0.24358891568679422,High Risk,Manual Review,716
0,0.24457016989601363,High Risk,Manual Review,715
0,0.478135929359165,Very High Risk,Reject,587
0,0.0742286280053157,Very Low Risk,Approve,809
0,0.16610783130261333,Medium Risk,Manual Review,759
0,0.0832023391829978,Very Low Risk,Approve,804
0,0.11809836092926596,Low Risk,Manual Review,785
0,0.06834275099821908,Very Low Risk,Approve,812
0,0.14558870714057867,Low Risk,Manual Review,770
0,0.10284804057086436,Low Risk,Manual Review,793
0,0.17463281304061,Medium Risk,Manual Review,754
0,0.5014792765392606,Very High Risk,Reject,574
0,0.19172889513422978,Medium Risk,Manual Review,745
0,0.1889739191146392,Medium Risk,Manual Review,746
0,0.05457831630938111,Very Low Risk,Approve,820
0,0.09510723861467978,Low Risk,Approve,798
0,0.10847787894983152,Low Risk,Manual Review,790
1,0.4743516308315133,Very High Risk,Reject,589
1,0.35896715757348296,Very High Risk,Reject,653
1,0.18064003260461936,Medium Risk,Manual Review,751
0,0.10050023178183731,Low Risk,Manual Review,795
0,0.20614034487130534,Medium Risk,Manual Review,737
0,0.09064891683435615,Low Risk,Approve,800
0,0.17557792499882455,Medium Risk,Manual Review,753
0,0.13347373201882842,Low Risk,Manual Review,777
0,0.18579849915232077,Medium Risk,Manual Review,748
0,0.05903620087533766,Very Low Risk,Approve,818
0,0.2340130735961267,High Risk,Manual Review,721
0,0.28567108740716735,High Risk,Reject,693
1,0.33884849400519074,Very High Risk,Reject,664
1,0.44716069100499173,Very High Risk,Reject,604
0,0.24152975023246442,High Risk,Manual Review,717
0,0.17265942049137462,Medium Risk,Manual Review,755
0,0.3917931035350496,Very High Risk,Reject,635
0,0.3026536628680807,High Risk,Reject,684
0,0.07210442499022464,Very Low Risk,Approve,810
0,0.031029281315788398,Very Low Risk,Approve,833
0,0.1222544330453281,Low Risk,Manual Review,783
1,0.5733777780164931,Very High Risk,Reject,535
1,0.4312259928668504,Very High Risk,Reject,613
0,0.1930139097773569,Medium Risk,Manual Review,744
0,0.2683916175366073,High Risk,Reject,702
0,0.2490932080202575,High Risk,Manual Review,713
0,0.03441754085274215,Very Low Risk,Approve,831
0,0.10658696425600757,Low Risk,Manual Review,791
0,0.026203465143216375,Very Low Risk,Approve,836
0,0.059918739769032586,Very Low Risk,Approve,817
0,0.0559459651737932,Very Low Risk,Approve,819
1,0.4225165106680371,Very High Risk,Reject,618
0,0.053903804680501426,Very Low Risk,Approve,820
0,0.23727546390946685,High Risk,Manual Review,719
0,0.09820574350490345,Low Risk,Approve,796
0,0.02804801154680828,Very Low Risk,Approve,835
0,0.19015384708775274,Medium Risk,Manual Review,745
0,0.06179922934271611,Very Low Risk,Approve,816
0,0.07489822648240428,Very Low Risk,Approve,809
0,0.07001521928972554,Very Low Risk,Approve,811
0,0.10588211090501741,Low Risk,Manual Review,792
0,0.2143040709150881,High Risk,Manual Review,732
0,0.14698208634757115,Medium Risk,Manual Review,769
0,0.42663805996458537,Very High Risk,Reject,615
0,0.1421768894096307,Low Risk,Manual Review,772
0,0.1737936514829289,Medium Risk,Manual Review,754
0,0.38753605442619177,Very High Risk,Reject,637
0,0.03840554355604529,Very Low Risk,Approve,829
1,0.4061259020157768,Very High Risk,Reject,627
1,0.05630903753082015,Very Low Risk,Approve,819
0,0.21917993663018698,High Risk,Manual Review,729
0,0.26634026310840714,High Risk,Reject,704
0,0.14827768248984535,Medium Risk,Manual Review,768
0,0.4530524333767755,Very High Risk,Reject,601
1,0.41875849244622537,Very High Risk,Reject,620
1,0.3980813971923435,Very High Risk,Reject,631
0,0.3259684559612238,Very High Risk,Reject,671
1,0.25909261420599605,High Risk,Reject,707
1,0.11234882022416526,Low Risk,Manual Review,788
0,0.0313394977424834,Very Low Risk,Approve,833
1,0.28782901023153556,High Risk,Reject,692
0,0.09287284550828251,Low Risk,Approve,799
0,0.06347504272002084,Very Low Risk,Approve,815
0,0.12215624270595558,Low Risk,Manual Review,783
0,0.04538897385117415,Very Low Risk,Approve,825
0,0.09672449633557512,Low Risk,Approve,797
0,0.063869699089034,Very Low Risk,Approve,815
0,0.16642924074090798,Medium Risk,Manual Review,758
0,0.3421479544388406,Very High Risk,Reject,662
0,0.30814482579237923,High Risk,Reject,681
0,0.20185278167407053,Medium Risk,Manual Review,739
0,0.42003820070760745,Very High Risk,Reject,619
0,0.3491546806082424,Very High Risk,Reject,658
1,0.23891326158038692,High Risk,Manual Review,719
0,0.04946316397218536,Very Low Risk,Approve,823
1,0.46839638133513994,Very High Risk,Reject,592
0,0.07396882172850545,Very Low Risk,Approve,809
0,0.6135774135977029,Very High Risk,Reject,513
0,0.15483750680799582,Medium Risk,Manual Review,765
1,0.2820131622765943,High Risk,Reject,695
0,0.10407731374895376,Low Risk,Manual Review,793
0,0.05803457621742828,Very Low Risk,Approve,818
0,0.309866041942569,High Risk,Reject,680
1,0.2873036960917122,High Risk,Reject,692
0,0.18414491466855706,Medium Risk,Manual Review,749
1,0.20631814208029037,Medium Risk,Manual Review,737
1,0.564100445881196,Very High Risk,Reject,540
0,0.23618786696830515,High Risk,Manual Review,720
1,0.1436816351599087,Low Risk,Manual Review,771
0,0.18233111483546577,Medium Risk,Manual Review,750
0,0.14676078706070203,Medium Risk,Manual Review,769
0,0.2275527079289753,High Risk,Manual Review,725
0,0.08915298515435188,Low Risk,Approve,801
1,0.35097568374500676,Very High Risk,Reject,657
1,0.07812767502570278,Very Low Risk,Approve,807
1,0.31044778870637807,High Risk,Reject,679
0,0.07386959818549349,Very Low Risk,Approve,809
0,0.38630457581345296,Very High Risk,Reject,638
1,0.1887236678943338,Medium Risk,Manual Review,746
0,0.14203893271842352,Low Risk,Manual Review,772
0,0.14096565428743296,Low Risk,Manual Review,772
0,0.17418646073086463,Medium Risk,Manual Review,754
0,0.09862126243840519,Low Risk,Approve,796
1,0.18964490042367702,Medium Risk,Manual Review,746
0,0.16911895521577255,Medium Risk,Manual Review,757
0,0.11533483459990886,Low Risk,Manual Review,787
1,0.4975744542086628,Very High Risk,Reject,576
0,0.23971232674534002,High Risk,Manual Review,718
0,0.04994984720771861,Very Low Risk,Approve,823
0,0.08518503963959428,Very Low Risk,Approve,803
0,0.11788874912650454,Low Risk,Manual Review,785
0,0.09041642304753725,Low Risk,Approve,800
1,0.04401857325747099,Very Low Risk,Approve,826
0,0.21739675302051156,High Risk,Manual Review,730
1,0.46816797676372907,Very High Risk,Reject,593
0,0.34538413682789587,Very High Risk,Reject,660
0,0.19308715831188347,Medium Risk,Manual Review,744
0,0.0942349571696436,Low Risk,Approve,798
0,0.1392076424822125,Low Risk,Manual Review,773
0,0.08926314603755721,Low Risk,Approve,801
1,0.5149261390944563,Very High Risk,Reject,567
0,0.101076110805616,Low Risk,Manual Review,794
0,0.10424683596780918,Low Risk,Manual Review,793
1,0.19421615441677795,Medium Risk,Manual Review,743
0,0.12833137765088554,Low Risk,Manual Review,779
0,0.1188357138193458,Low Risk,Manual Review,785
1,0.24548110207415266,High Risk,Manual Review,715
0,0.13565061307695175,Low Risk,Manual Review,775
0,0.36601031034501275,Very High Risk,Reject,649
0,0.2611164268708936,High Risk,Reject,706
0,0.20255191308861079,Medium Risk,Manual Review,739
0,0.11357803197946144,Low Risk,Manual Review,788
1,0.08203379646660205,Very Low Risk,Approve,805
0,0.21273744984654433,Medium Risk,Manual Review,733
0,0.28978466709869116,High Risk,Reject,691
0,0.09364371979369278,Low Risk,Approve,798
0,0.10449832015160176,Low Risk,Manual Review,793
0,0.1177673242587626,Low Risk,Manual Review,785
0,0.2547558041714136,High Risk,Reject,710
0,0.1764875894153146,Medium Risk,Manual Review,753
0,0.29011331295832743,High Risk,Reject,690
1,0.22120199399903615,High Risk,Manual Review,728
0,0.04049100712912821,Very Low Risk,Approve,828
0,0.21187535132852403,Medium Risk,Manual Review,733
0,0.36848164467171424,Very High Risk,Reject,647
0,0.16510889381522167,Medium Risk,Manual Review,759
0,0.056818888038134896,Very Low Risk,Approve,819
0,0.033091595658144755,Very Low Risk,Approve,832
0,0.22236886870275896,High Risk,Manual Review,728
0,0.11671924135451915,Low Risk,Manual Review,786
0,0.4412905396330432,Very High Risk,Reject,607
0,0.0836505434934463,Very Low Risk,Approve,804
0,0.09966618346131795,Low Risk,Approve,795
0,0.10142110196804256,Low Risk,Manual Review,794
0,0.08700598179367056,Very Low Risk,Approve,802
0,0.24392642676795828,High Risk,Manual Review,716
0,0.19697763176629274,Medium Risk,Manual Review,742
0,0.07907098631898181,Very Low Risk,Approve,807
0,0.1256228767632744,Low Risk,Manual Review,781
0,0.0975784391626235,Low Risk,Approve,796
0,0.05298385715249684,Very Low Risk,Approve,821
1,0.40784012801453823,Very High Risk,Reject,626
0,0.2961936156619249,High Risk,Reject,687
0,0.08926683399685527,Low Risk,Approve,801
0,0.2732976183878955,High Risk,Reject,700
0,0.1764168770693362,Medium Risk,Manual Review,753
0,0.2709538441287875,High Risk,Reject,701
0,0.15737444444082427,Medium Risk,Manual Review,763
0,0.08721112872915088,Low Risk,Approve,802
0,0.39293456928964404,Very High Risk,Reject,634
0,0.03958350998423704,Very Low Risk,Approve,828
0,0.09515116965231528,Low Risk,Approve,798
1,0.166035222780951,Medium Risk,Manual Review,759
0,0.26228608049754726,High Risk,Reject,706
0,0.058901496293447195,Very Low Risk,Approve,818
1,0.37100476358373446,Very High Risk,Reject,646
0,0.14332858189517272,Low Risk,Manual Review,771
0,0.2127954622585354,Medium Risk,Manual Review,733
0,0.1403234221335595,Low Risk,Manual Review,773
1,0.17500739826902603,Medium Risk,Manual Review,754
0,0.05011285267714294,Very Low Risk,Approve,822
0,0.06575876347572061,Very Low Risk,Approve,814
0,0.16510567960163275,Medium Risk,Manual Review,759
0,0.351497307529244,Very High Risk,Reject,657
0,0.04008591861016382,Very Low Risk,Approve,828
0,0.12895604030884242,Low Risk,Manual Review,779
0,0.3810188815034301,Very High Risk,Reject,640
1,0.20866228620256802,Medium Risk,Manual Review,735
0,0.2455688974885401,High Risk,Manual Review,715
0,0.18807258945110655,Medium Risk,Manual Review,747
0,0.16302651622967212,Medium Risk,Manual Review,760
0,0.2544453343050755,High Risk,Reject,710
1,0.08510488960283046,Very Low Risk,Approve,803
1,0.09808590896361474,Low Risk,Approve,796
0,0.09401769012960337,Low Risk,Approve,798
0,0.11245195443026147,Low Risk,Manual Review,788
0,0.2415860131187863,High Risk,Manual Review,717
0,0.35252915262216866,Very High Risk,Reject,656
0,0.1732878393465786,Medium Risk,Manual Review,755
0,0.506002878982922,Very High Risk,Reject,572
0,0.06145598240688229,Very Low Risk,Approve,816
0,0.1891341417960406,Medium Risk,Manual Review,746
0,0.3954056251354038,Very High Risk,Reject,633
0,0.20324557162570492,Medium Risk,Manual Review,738
0,0.2311135967129332,High Risk,Manual Review,723
1,0.384851693660608,Very High Risk,Reject,638
0,0.02203684410876963,Very Low Risk,Approve,838
0,0.09230602401941088,Low Risk,Approve,799
0,0.1700634788702434,Medium Risk,Manual Review,756
0,0.11892678954599711,Low Risk,Manual Review,785
0,0.07376067071705368,Very Low Risk,Approve,809
1,0.2378784612866143,High Risk,Manual Review,719
0,0.04370219594101529,Very Low Risk,Approve,826
0,0.19941908362368818,Medium Risk,Manual Review,740
0,0.12635238132711502,Low Risk,Manual Review,781
0,0.19997742787110992,Medium Risk,Manual Review,740
0,0.12545757360873014,Low Risk,Manual Review,781
0,0.1990994759473364,Medium Risk,Manual Review,740
1,0.04792572724471931,Very Low Risk,Approve,824
0,0.06280487699397973,Very Low Risk,Approve,815
0,0.22323047003943203,High Risk,Manual Review,727
0,0.19524530955825772,Medium Risk,Manual Review,743
0,0.1787332558213156,Medium Risk,Manual Review,752
0,0.05341085685517081,Very Low Risk,Approve,821
0,0.05066101569822908,Very Low Risk,Approve,822
0,0.09396039362227696,Low Risk,Approve,798
1,0.2292137355052452,High Risk,Manual Review,724
0,0.04006017630516027,Very Low Risk,Approve,828
0,0.09259120932512852,Low Risk,Approve,799
0,0.0627998779813035,Very Low Risk,Approve,815
0,0.3183391239967447,Very High Risk,Reject,675
1,0.3616002437457922,Very High Risk,Reject,651
0,0.113638037545236,Low Risk,Manual Review,787
0,0.14230641250688975,Low Risk,Manual Review,772
0,0.10291509713200102,Low Risk,Manual Review,793
0,0.12885965861916435,Low Risk,Manual Review,779
0,0.4950007248772516,Very High Risk,Reject,578
0,0.049291453245673404,Very Low Risk,Approve,823
0,0.2630368112243275,High Risk,Reject,705
1,0.14242732119582088,Low Risk,Manual Review,772
0,0.07234194729729747,Very Low Risk,Approve,810
0,0.5556998074548678,Very High Risk,Reject,544
0,0.3897787170568075,Very High Risk,Reject,636
0,0.08673675973526347,Very Low Risk,Approve,802
0,0.08395471149415584,Very Low Risk,Approve,804
0,0.38016494043950133,Very High Risk,Reject,641
0,0.0969541850365114,Low Risk,Approve,797
0,0.27690430779698455,High Risk,Reject,698
0,0.12718832727877824,Low Risk,Manual Review,780
1,0.14023536288945634,Low Risk,Manual Review,773
0,0.3036430865928972,High Risk,Reject,683
0,0.16588414064856596,Medium Risk,Manual Review,759
0,0.1658120340374218,Medium Risk,Manual Review,759
0,0.08292532193346856,Very Low Risk,Approve,804
0,0.2196683419033142,High Risk,Manual Review,729
0,0.3693879208074164,Very High Risk,Reject,647
0,0.14032454978155007,Low Risk,Manual Review,773
0,0.3882724490846577,Very High Risk,Reject,636
0,0.22888604853962652,High Risk,Manual Review,724
0,0.21059795636305,Medium Risk,Manual Review,734
0,0.19261965513202253,Medium Risk,Manual Review,744
0,0.10852024312726077,Low Risk,Manual Review,790
0,0.34758113098808446,Very High Risk,Reject,659
0,0.09523166382078113,Low Risk,Approve,798
0,0.05741378262190037,Very Low Risk,Approve,818
0,0.33618699176098343,Very High Risk,Reject,665
1,0.4142969459784698,Very High Risk,Reject,622
0,0.06786244886241352,Very Low Risk,Approve,813
0,0.059082500946681125,Very Low Risk,Approve,818
1,0.15249877706336643,Medium Risk,Manual Review,766
0,0.2729846721482463,High Risk,Reject,700
0,0.2364783234185326,High Risk,Manual Review,720
0,0.08198741377935777,Very Low Risk,Approve,805
0,0.09661434279250983,Low Risk,Approve,797
0,0.13780934616217966,Low Risk,Manual Review,774
0,0.2618863461599736,High Risk,Reject,706
0,0.22792447563866788,High Risk,Manual Review,725
0,0.16784555612003763,Medium Risk,Manual Review,758
1,0.2981856402614511,High Risk,Reject,686
0,0.2537654390674028,High Risk,Reject,710
0,0.15301936768581648,Medium Risk,Manual Review,766
0,0.10372895051890592,Low Risk,Manual Review,793
0,0.2279464369430057,High Risk,Manual Review,725
0,0.09005578823388045,Low Risk,Approve,800
0,0.15497632237246864,Medium Risk,Manual Review,765
0,0.15210820055671298,Medium Risk,Manual Review,766
1,0.4368240143934376,Very High Risk,Reject,610
0,0.26741399675179317,High Risk,Reject,703
0,0.4251080725786485,Very High Risk,Reject,616
0,0.26818229271415145,High Risk,Reject,702
0,0.15812828321084155,Medium Risk,Manual Review,763
0,0.22566285309792616,High Risk,Manual Review,726
0,0.09469280454579229,Low Risk,Approve,798
0,0.2367188519816151,High Risk,Manual Review,720
0,0.1423986876320899,Low Risk,Manual Review,772
0,0.13637235088343863,Low Risk,Manual Review,775
0,0.22037686038499277,High Risk,Manual Review,729
1,0.3587842959267166,Very High Risk,Reject,653
0,0.3702621838713051,Very High Risk,Reject,646
1,0.09357987013399198,Low Risk,Approve,799
1,0.25342283112646297,High Risk,Reject,711
0,0.08342045661242757,Very Low Risk,Approve,804
0,0.04513586773379062,Very Low Risk,Approve,825
0,0.07187043125808641,Very Low Risk,Approve,810
0,0.0902655614751598,Low Risk,Approve,800
0,0.14696063087150457,Medium Risk,Manual Review,769
0,0.23775038095445405,High Risk,Manual Review,719
0,0.2420625658324382,High Risk,Manual Review,717
0,0.20570606554350482,Medium Risk,Manual Review,737
0,0.26298780170883096,High Risk,Reject,705
1,0.07841996824221198,Very Low Risk,Approve,807
0,0.18384567559379542,Medium Risk,Manual Review,749
0,0.12083039410581886,Low Risk,Manual Review,784
0,0.07972458705263467,Very Low Risk,Approve,806
0,0.19551767268555362,Medium Risk,Manual Review,742
0,0.18635346850739465,Medium Risk,Manual Review,748
0,0.05693078243168301,Very Low Risk,Approve,819
0,0.1466658446897113,Medium Risk,Manual Review,769
0,0.21608063460928625,High Risk,Manual Review,731
0,0.16844713933649635,Medium Risk,Manual Review,757
1,0.29315765280477163,High Risk,Reject,689
1,0.5217967318671166,Very High Risk,Reject,563
0,0.21556090346898532,High Risk,Manual Review,731
1,0.12865012800930337,Low Risk,Manual Review,779
0,0.04015339129289657,Very Low Risk,Approve,828
0,0.06137092013537139,Very Low Risk,Approve,816
1,0.7248439092216318,Very High Risk,Reject,451
0,0.09068992634855311,Low Risk,Approve,800
0,0.0970886860186505,Low Risk,Approve,797
0,0.08878740484560266,Low Risk,Approve,801
0,0.1549792652315435,Medium Risk,Manual Review,765
0,0.4400581432038222,Very High Risk,Reject,608
1,0.19505643380568816,Medium Risk,Manual Review,743
0,0.08328626746629059,Very Low Risk,Approve,804
0,0.1964064692863512,Medium Risk,Manual Review,742
1,0.10797541523513017,Low Risk,Manual Review,791
0,0.05136811068880126,Very Low Risk,Approve,822
0,0.05958836651537958,Very Low Risk,Approve,817
0,0.12430332166667898,Low Risk,Manual Review,782
1,0.15298486497567182,Medium Risk,Manual Review,766
1,0.1701128106883933,Medium Risk,Manual Review,756
0,0.32700453935973295,Very High Risk,Reject,670
0,0.24106079528802937,High Risk,Manual Review,717
0,0.3076883837723882,High Risk,Reject,681
0,0.09953477127248507,Low Risk,Approve,795
0,0.2230196952896976,High Risk,Manual Review,727
1,0.33020622148136924,Very High Risk,Reject,668
0,0.18236782606743093,Medium Risk,Manual Review,750
0,0.10434272421880897,Low Risk,Manual Review,793
1,0.029153392258987457,Very Low Risk,Approve,834
0,0.10678909862696408,Low Risk,Manual Review,791
0,0.2365477390636574,High Risk,Manual Review,720
0,0.3005190096178459,High Risk,Reject,685
0,0.3030714816971924,High Risk,Reject,683
0,0.063653028016591,Very Low Risk,Approve,815
0,0.031119814898115328,Very Low Risk,Approve,833
0,0.1812666821339678,Medium Risk,Manual Review,750
0,0.12723643686798003,Low Risk,Manual Review,780
0,0.03355820680491635,Very Low Risk,Approve,832
1,0.2022966939282693,Medium Risk,Manual Review,739
0,0.3083660793795852,High Risk,Reject,680
0,0.1623198686538468,Medium Risk,Manual Review,761
0,0.33916170526841977,Very High Risk,Reject,663
0,0.2819937636384022,High Risk,Reject,695
0,0.13574892674536387,Low Risk,Manual Review,775
0,0.07253168412978021,Very Low Risk,Approve,810
0,0.07086063975382921,Very Low Risk,Approve,811
0,0.39540588568924573,Very High Risk,Reject,633
0,0.15951449522492459,Medium Risk,Manual Review,762
0,0.2524831899010679,High Risk,Reject,711
1,0.3680476897736109,Very High Risk,Reject,648
1,0.37309827604828416,Very High Risk,Reject,645
0,0.0999246891768809,Low Risk,Approve,795
0,0.06799061002446657,Very Low Risk,Approve,813
0,0.1791803489559227,Medium Risk,Manual Review,751
0,0.39751178805476794,Very High Risk,Reject,631
0,0.1720585141617254,Medium Risk,Manual Review,755
0,0.056887249568827854,Very Low Risk,Approve,819
0,0.21514191295295948,High Risk,Manual Review,732
0,0.20711656679335153,Medium Risk,Manual Review,736
0,0.16111135927622072,Medium Risk,Manual Review,761
0,0.03802408067926656,Very Low Risk,Approve,829
1,0.24631396443829198,High Risk,Manual Review,715
0,0.09195075987407707,Low Risk,Approve,799
1,0.24111214539356382,High Risk,Manual Review,717
0,0.3357421393061231,Very High Risk,Reject,665
0,0.16929776095800722,Medium Risk,Manual Review,757
1,0.020686467286336975,Very Low Risk,Approve,839
0,0.04221885506534821,Very Low Risk,Approve,827
0,0.10516841304383616,Low Risk,Manual Review,792
0,0.17898705500379058,Medium Risk,Manual Review,752
0,0.08082839529180497,Very Low Risk,Approve,806
1,0.35036298147136047,Very High Risk,Reject,657
0,0.1353039001710909,Low Risk,Manual Review,776
0,0.18331091541580743,Medium Risk,Manual Review,749
0,0.07574212776047763,Very Low Risk,Approve,808
0,0.06756063296909103,Very Low Risk,Approve,813
0,0.11829230107972623,Low Risk,Manual Review,785
0,0.15977883704234794,Medium Risk,Manual Review,762
0,0.046098463296874656,Very Low Risk,Approve,825
0,0.08747972315044408,Low Risk,Approve,802
0,0.31973629705428314,Very High Risk,Reject,674
0,0.24517172233869386,High Risk,Manual Review,715
1,0.21221735036448286,Medium Risk,Manual Review,733
0,0.1720753971971702,Medium Risk,Manual Review,755
1,0.21868163800587032,High Risk,Manual Review,730
1,0.18169032450114525,Medium Risk,Manual Review,750
0,0.14982433237627063,Medium Risk,Manual Review,768
0,0.2701787097702818,High Risk,Reject,701
1,0.47689386749184787,Very High Risk,Reject,588
0,0.04066121748146718,Very Low Risk,Approve,828
0,0.026347748970544944,Very Low Risk,Approve,836
0,0.21050827882022155,Medium Risk,Manual Review,734
0,0.388481585703142,Very High Risk,Reject,636
1,0.30000069312533634,High Risk,Reject,685
1,0.22154240719805382,High Risk,Manual Review,728
0,0.12500087734339996,Low Risk,Manual Review,781
1,0.16866573602260593,Medium Risk,Manual Review,757
1,0.08882263608925163,Low Risk,Approve,801
0,0.07623107746954018,Very Low Risk,Approve,808
0,0.04058298021522676,Very Low Risk,Approve,828
1,0.359540476283379,Very High Risk,Reject,652
0,0.10367869395345909,Low Risk,Manual Review,793
0,0.07549145044341456,Very Low Risk,Approve,808
1,0.20939838941982478,Medium Risk,Manual Review,735
0,0.17442073886929768,Medium Risk,Manual Review,754
0,0.2239972678570336,High Risk,Manual Review,727
0,0.14266852235901095,Low Risk,Manual Review,772
0,0.04621553514236062,Very Low Risk,Approve,825
0,0.14688182445484735,Medium Risk,Manual Review,769
0,0.2314799954420441,High Risk,Manual Review,723
0,0.10225855730382834,Low Risk,Manual Review,794
0,0.3333952048885176,Very High Risk,Reject,667
0,0.1724815500010904,Medium Risk,Manual Review,755
0,0.14582081539211725,Low Risk,Manual Review,770
0,0.17265249612537076,Medium Risk,Manual Review,755
0,0.04637291096025238,Very Low Risk,Approve,824
0,0.1070203052125389,Low Risk,Manual Review,791
0,0.038977155966575396,Very Low Risk,Approve,829
0,0.17641928623977535,Medium Risk,Manual Review,753
1,0.19810894251928915,Medium Risk,Manual Review,741
0,0.12850285480120674,Low Risk,Manual Review,779
0,0.07450185973440876,Very Low Risk,Approve,809
0,0.22421286063293014,High Risk,Manual Review,727
0,0.18290462720410716,Medium Risk,Manual Review,749
0,0.22973633610143981,High Risk,Manual Review,724
0,0.2752402285152124,High Risk,Reject,699
1,0.15099920988940738,Medium Risk,Manual Review,767
0,0.12702540894291306,Low Risk,Manual Review,780
0,0.32400336344956404,Very High Risk,Reject,672
0,0.06335479428915265,Very Low Risk,Approve,815
0,0.20255782348572748,Medium Risk,Manual Review,739
0,0.07290068148390917,Very Low Risk,Approve,810
1,0.2620507588893352,High Risk,Reject,706
0,0.5846561425483463,Very High Risk,Reject,528
0,0.26912395350710455,High Risk,Reject,702
0,0.14461347858392334,Low Risk,Manual Review,770
0,0.3110449940376044,High Risk,Reject,679
